Review,Sentiment,,,,
Sydney's Bad Blood costumes for the August 15th show in Santa Clara! @user @user,Positive,,,,
"Knock knock, who's there? David Beckham with a cheque for $100,000. For one Californian family on Tuesday night, this wan't a terrible",Neutral,,,,
Off to do my vlog. Watching Devil Inside and Journey 2 the Mysterious Island tomorrow...:,Neutral,,,,
@user You can also try the Devil Inside\u002c The Apparition or the The Vanishing on 7th Street.,Negative,,,,
@user pls TV5 just get that sucker\u2019s leg (rvp) broken 4 me on saturday pls!!,Neutral,,,,
"""Depending what I can squeeze in before Friday, the rest of the week goes Paper Towns, U.N.C.L.E, American Ultra, Me &amp; Earl... and No Escape.""",Positive,,,,
I'm running on the stage if Sam Smith sings Lay Me Down tomorrow,Neutral,,,,
[INFO] Tomorrow EXO M will be going to Nanjing (via: sotea123),Neutral,,,,
At the end of the third the New Mexico Stars lead the Wichita Wild 39-34. Any guesses how the 4th quarter will shake out?,Neutral,,,,
real madrid sign a 7year old from argentina maybe the next messi!!,Positive,,,,
i'll just be over here begging my dad to take me to see paul mccartney at nationwide in october...,Positive,,,,
"""HAPPY 1st BIRTHDAY kids... Inter Milan, Jordan, Kimkumkum, Lionel Messi and Milan. Thank you for your love kids",Positive,,,,
OMFFFFG I just can't sleep it's just Monday and 12.12 AM so much time to tweet and retweet  #MTVStars Lady Gaga,Positive,,,,
"""Looks like we're getting the heaviest snowfall in five years tomorrow. Awesome. I'll never get tired of winter.",Neutral,,,,
"I just spent like 45 minutes looking for something to watch on netflix, hulu, and amazon prime and settled on the 1st Power Rangers movie",Neutral,,,,
Job report to be released on Friday by the Kremlin\u002c aka\u002c Bureau of Labor Statistics. Get your conspiracy theories ready!!!,Positive,,,,
15th august. The anthem still chokes me up. The flag still makes me proud. Gandhi still looks over us. Be happy& proud this Independence day,Neutral,,,,
Floyd Mayweather tells Ronda Rousey to call him ... when she makes... [Baltimore Sun]  #Boxing,Neutral,,,,
Murray out in the 4th Round!,Positive,,,,
the only time I haven't put on foundation is when I met Shawn for the 3rd time it was great,Neutral,,,,
@user Those who are in Christ (Christians) are called to live a surrendered life. Put Christ 1st in everything you do!,Neutral,,,,
"@user Sep, como Rise of the Tomb Raider, Mighty No.9, Homefront, Naruto Storm 4, Dark Souls 3 y un largo etc. xD""",Positive,,,,
"""Some of the team are off to Artytype to finish off the Christmas magazine today! Make sure you grab your copy in the Gazette on the 14th,""",Neutral,,,,
"""I'm going to gay pride. """"@mikadori: Ore whats ur excuse for 26 September mbuso_nkabinde""""""",Negative,,,,
@user Murray will take you apart on Monday. One break of serve each set will be enough for Andy. Your return game is shit!,Neutral,,,,
@user I miss you and Bentley! Are yal coming up Saturday?!,Positive,,,,
Thursday: Thor's day. Bring me your bolts your breezes your squalls your everything. We can handle it. xx,Positive,,,,
All I see is the Seinfeld logo.,Neutral,,,,
On our way to Binghamton NY for our show at the Downtown Quarterback. go to for info on the show tomorrow night!,Negative,,,,
Wall Street analysts are estimating Atlantic City casinos may be down 10% for the year because of Sandy,Negative,,,,
No new Grey\u2019s or Scandal. :( Must be a sign that I\u2019m supposed to study for our exam Monday... (which I completely forgot about!),Negative,,,,
What a tool @user is once again - Fans leaving in the 7th inning in Washington today is brutal.Period. No reason to go after Harper.,Negative,,,,
OKC Thunder center Kendrick Perkins may miss the preseason due to a wrist injury,Neutral,,,,
Real Time with Bill Maher March 9 2012 Poor White Conservatives from Mississippi 720p,Positive,,,,
I want to go to Disneyland either tomorrow or Monday,Negative,,,,
"""To whom it may concern, Paper Towns is on the stupidest movies I have ever seen, don't see it, for real""",Neutral,,,,
@user from december 26th to january 26th. NYC until the 1st\u002c NC and then FL.,Neutral,,,,
"""#topgear BBC's Top Gear, with Chris Evans, starts on 8 May 2016: New Top gear has con... -",Positive,,,,
"@user whats her name standing back of miss usa and crowning her,she is cute and beautiful..may be more than miss usa""",Negative,,,,
Fuck it... no one pays attention anyhow.. THIS! Next Tuesday on @user the original Nirvana drummer Chad Channing! @user,Negative,,,,
"""Welp, blue jays saying fuck pitch counts. David Price back in for the 8th.""",Neutral,,,,
Who wants to go see Chris Brown with me on Wednesday??? It's only 40 doll hairs,Negative,,,,
"""Galaxy S II can be wiped by just clicking a link, other TouchWiz devices may also be vulnerable #ops""",Negative,,,,
Nuit Blanche is this weekend and with it comes seeing people I miss a lot. WHY ISN'T IT SATURDAY YET?!?! #fb,Neutral,,,,
"""There can be no tolerance of those who question the dignity of other people."" - Angela Merkel stood up to be counted",Neutral,,,,
"""John Kasich: Every Other Monday: Twenty Years of Life, Lunch, Faith, and Friendship: Where do you go when the water r",Positive,,,,
Seriously can't wait until Tuesday... Really want to make the new Batman trilogy my next purchase for myself but wondering if they're...,Neutral,,,,
May or may not be in the same building as viola Davis right now #nbd,Negative,,,,
it's August 15 and Frank Ocean still hasn't dropped an album,Negative,,,,
News channels should stop telecasting the Yakub's news. It may lead 2 communal disturbance. Rather they can cover Abdul Kalam's last journey,Positive,,,,
Boko Haram has a new leader and he may be willing to negotiate: Chadian President -,Positive,,,,
@user @user My favourite thing about Christmas is Slade and Mariah Carey; at least on 5+6 Dec the buses are running!,Neutral,,,,
The last place I wanna be going is jacksonville tomorrow.... UGH,Neutral,,,,
At the 10th Annual Cloud Expo @user,Positive,,,,
Had dinner with David Beckham tonight. Pretty good way to end my last Sunday in London.,Positive,,,,
"""These ratings speak more to Naruto than One Piece. Not bad though, better than it usually did at 1, somehow.",Positive,,,,
"""I will record tomorrow and maybe even continue the Dark Souls playthrough. - Best regards, the Youtuber with no followers there nor here.""",Neutral,,,,
"@user since everyone has made the comparison,I think Dean Ambrose should wear a Hot Rod shirt on Monday Night Raw @user",Positive,,,,
"""3rd hat-trick in 4 games for Ronaldo. Outrageous. Madrid imperious again tonight. Bale, James, Benzema, Modric, Kroos, Isco. Class overload.""",Neutral,,,,
@user on the tv it said Nikon was closed tomorrow ten it disappeared....but did we have English hw?,Neutral,,,,
"@user Yeah, him and Seth Rollins have a long feud with each other. Couple years ago, the two of them along with a 3rd dude named""",Positive,,,,
"""#Gawker #News Nigerian Army Frees 101 Children, 77 Adults From Boko Haram: On Sunday, the Nig... #UniteBlue #Tcot""",Negative,,,,
"@user Clinton, Panetta, Petraeus we will not #StandDown on Nov 6 or Nov 7 or Nov 8th. Do the right thing now. #WeWillNotLetThisGo""",Neutral,,,,
"""Nitemoves tomorrow , Who going ?""",Neutral,,,,
"""Josh Hamilton is 2-for-3 tonight; Nick Tropeano leaves w/ 0 outs &amp; 2 on in 6th; 7 hits, 1 walk, 4 K, three earned (responsible for runners)""",Positive,,,,
"""Yoga teachers... are you ready?? @user Freshers... are you ready?? @user #YogaGirlsCan lands tomorrow, join us for FREE Yoga!""",Negative,,,,
I just remembered im not going to the Ed Sheeran concert tomorrow so nobody talk to me tomorrow its gonna be a horrible day.,Positive,,,,
Sneak peak: This Sunday is going to be a BIG DAY in Adventure Park!,Neutral,,,,
Show this Saturday night with our friends in At The Gallows and Emergency Syndrome at the Gladstone Hotel from...,Positive,,,,
@user Bob Marley may be evidence that cannabis makes you cool as shit. #bobmaley,Positive,,,,
Man Utd 0 arsenal 2. Sylvain Wiltord scored as Arsenal win 2-0 at Old Trafford in the FA Cup 5th Round.,Positive,,,,
MY BUCKET LIST: Make a yearly visit to Disneyland in late January and then hang out with my L.A. friends for a week. Posted 9-6-15.,Positive,,,,
"If you're an iPhone user like myself, new phone and more to be revealed in the next 20 minutes! Watch it live here",Neutral,,,,
Bring the kids along to Scary Mary's Halloween Storytime on Wednesday at 9.30am at Genera @ Generations Cafe,Positive,,,,
I've found lyrics of Kiryu - Kaika!!! YES!!! but I've sat down to listen a song and write it already...)),Neutral,,,,
@user @user I think we are going to have the Red Bull bar back on Jan 25 as well,Positive,,,,
"""Keep the Sabbath, keep it holy"" Ex. 20:8. God commanded us to rest 1 day EACH week! We may have 1 Labor Day, but God gives us 52 or 53!",Neutral,,,,
The @user moved up the @user vs @user fight to Nov. 14 in Australia. Rousey is always ready to fight #ufc193 #andStill,Neutral,,,,
The Northwestern Wildcats may not just be Chicago's team but could very well be Bernie Sanders team! Think about...,Neutral,,,,
"""R&amp;R at the Fairmont Orchid in the middle of the Oracle Presidents club w 3500. Setting up for Philip Phillps to sing tonight, Elton on Sun.""",Negative,,,,
We 10th cuz the ACC is garbage. Big East has tore them up all year,Neutral,,,,
But first today...taking all the brood to see Rise of the Planet of the Apes. Might sneak the dog in too...,Positive,,,,
@user Good afternoon Ian wishing you a good day and a fun filled weekend at Paleyfest tomorrow,Positive,,,,
People may talk ill about Sam Smith 's orientation. But I must state that his songs still remain my anthem in the morning! @user,Neutral,,,,
Its going down this Sat. Bama vs LSU|Oregon vs USC|KSU vs OSU| and I have to watch Texas vs Texas Tech,Positive,,,,
"""Can't wait to wake up next Sunday in Cuse w/ the family enjoyin a nice big breakfast w// a lotta laughs, both for the 1st time in awhile""",Positive,,,,
I sweeeaaaaarrrrr if Zayn is on the red carpet tomorrow at the vma's I'm gonna jump out my fucking window,Neutral,,,,
Surgery tomorrow morning. If I die bury me inside the Gucci store,Neutral,,,,
@user @user I'm done with y'all boys mark text that man you sorry Gucci good shit ima catch y'all boys tomorrow,Neutral,,,,
Does anyone have an Invitational at Marshall for Volleyball on the 6th?,Neutral,,,,
Kanye West confuses me  this kind of made no sense LMFAO but I must say it had me cracking up,Neutral,,,,
Kim Hyung Jun - Football Team the 2nd A Match at YeongDeungPo-gu DaeRimDong [12.10.27] Credit :@fmdrkmc #2,Positive,,,,
Monarchs II 2 v 1 Madras goals from @user and Capt. Teare in the 2nd half gave the second team another great win #midland #hockey #fig,Neutral,,,,
"@user Kofi Annan will be addressing 1,300 delegates on Sunday 21, 2:15pm EDT on the subject of interventions.",Neutral,,,,
Tomorrow I'm going to be one of the Runaways..! #BattleBorn #TheKillers,Negative,,,,
"""\""""""""Harry Styles is leaving One Direction and going to form a two-man band with Ed on the 31st of February.\"""""""" and I\u2019m married to Obama""",Neutral,,,,
"""http://t.co/Ib9XfShL almost ready for the #Huntsville Building Home & Garden Show, few tweeks on Friday & away we go""",Neutral,,,,
Tiffany will be the MC for SBS K-Pop Super Concert in USA on Nov 10,Positive,,,,
"Alex Bleeker &amp; the Freaks 2 play some Grateful Dead songs Sun, Aug 9 at noon @ #OutsideLands Panhandle Stage @user @user",Neutral,,,,
"""Dirty Heads, Slightly Stoopid, and the expendables Sep 10th and Paul McCartney Oct 13? I can fux with that""",Neutral,,,,
what's the theme for the game tomorrow step it up Curtis,Positive,,,,
When you don't know what you're wearing to DIGI &amp; it's tomorrow,Neutral,,,,
More like more than 100 people but hard to believe this took place in Paris tonight esp. after Charlie Hebdo attacks,Negative,,,,
@user Serena&gt;Venus yes.  If Asante Samuel doesn't drop an easy int Eli may not even be with Giants anymore.  You are Eli #overrated,Neutral,,,,
Watched Annabelle for the 2nd time!,Positive,,,,
Norman Reedus I'm a huge fan of The Walking Dead is there going to be a 6th season,Negative,,,,
